No.,Time,Source,Destination,Protocol,Length,CID,Payload,Info
5088,30:20.0,localhost (),remote (),L2CAP,559,Dynamically Allocated Channel,806006d2017113b20000000047fc0000,Sent Connection oriented channel
5089,30:20.0,localhost (),remote (),L2CAP,572,Dynamically Allocated Channel,806006d3017113ca0000000047fc0000,Sent Connection oriented channel
5090,30:20.1,localhost (),remote (),L2CAP,557,Dynamically Allocated Channel,806006d4017113e00000000047fc0000,Sent Connection oriented channel
5091,30:20.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5092,30:20.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5093,30:20.1,localhost (),remote (),L2CAP,544,Dynamically Allocated Channel,806006d5017113f80000000047fc0000,Sent Connection oriented channel
5094,30:20.1,localhost (),remote (),L2CAP,566,Dynamically Allocated Channel,806006d6017114100000000047fc0000,Sent Connection oriented channel
5095,30:20.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5096,30:20.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5097,30:20.1,localhost (),remote (),L2CAP,547,Dynamically Allocated Channel,806006d7017114270000000047fc0000,Sent Connection oriented channel
5098,30:20.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5099,30:20.2,localhost (),remote (),L2CAP,578,Dynamically Allocated Channel,806006d80171143e0000000047fc0000,Sent Connection oriented channel
5100,30:20.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5101,30:20.2,localhost (),remote (),L2CAP,564,Dynamically Allocated Channel,806006d9017114550000000047fc0000,Sent Connection oriented channel
5102,30:20.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5103,30:20.2,localhost (),remote (),L2CAP,542,Dynamically Allocated Channel,806006da0171146c0000000047fc0000,Sent Connection oriented channel
5104,30:20.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5105,30:20.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5106,30:20.2,localhost (),remote (),L2CAP,562,Dynamically Allocated Channel,806006db017114840000000047fc0000,Sent Connection oriented channel
5107,30:20.3,localhost (),remote (),L2CAP,570,Dynamically Allocated Channel,806006dc0171149b0000000047fc0000,Sent Connection oriented channel
5108,30:20.3,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5109,30:20.3,localhost (),remote (),L2CAP,566,Dynamically Allocated Channel,806006dd017114b10000000047fc0000,Sent Connection oriented channel
5110,30:20.3,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5111,30:20.3,localhost (),remote (),L2CAP,561,Dynamically Allocated Channel,806006de017114c90000000047fc0000,Sent Connection oriented channel
5112,30:20.3,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5113,30:20.3,localhost (),remote (),L2CAP,566,Dynamically Allocated Channel,806006df017114e00000000047fc0000,Sent Connection oriented channel
5114,30:20.3,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5115,30:20.3,localhost (),remote (),L2CAP,565,Dynamically Allocated Channel,806006e0017114f70000000047fc0000,Sent Connection oriented channel
5116,30:20.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5117,30:20.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5118,30:20.4,localhost (),remote (),L2CAP,549,Dynamically Allocated Channel,806006e10171150f0000000047fc0000,Sent Connection oriented channel
5119,30:20.4,localhost (),remote (),L2CAP,557,Dynamically Allocated Channel,806006e2017115260000000047fc0000,Sent Connection oriented channel
5120,30:20.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5121,30:20.4,localhost (),remote (),L2CAP,566,Dynamically Allocated Channel,806006e30171153d0000000047fc0000,Sent Connection oriented channel
5122,30:20.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5123,30:20.4,localhost (),remote (),L2CAP,549,Dynamically Allocated Channel,806006e4017115540000000047fc0000,Sent Connection oriented channel
5124,30:20.5,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5125,30:20.5,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5126,30:20.5,localhost (),remote (),L2CAP,547,Dynamically Allocated Channel,806006e50171156c0000000047fc0000,Sent Connection oriented channel
5127,30:20.5,localhost (),remote (),L2CAP,576,Dynamically Allocated Channel,806006e6017115830000000047fc0000,Sent Connection oriented channel
5128,30:20.5,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5129,30:20.5,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5130,30:20.5,localhost (),remote (),L2CAP,541,Dynamically Allocated Channel,806006e70171159a0000000047fc0000,Sent Connection oriented channel
5131,30:20.5,localhost (),remote (),L2CAP,541,Dynamically Allocated Channel,806006e8017115b20000000047fc0000,Sent Connection oriented channel
5132,30:20.5,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5133,30:20.6,localhost (),remote (),L2CAP,545,Dynamically Allocated Channel,806006e9017115c90000000047fc0000,Sent Connection oriented channel
5134,30:20.6,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5135,30:20.6,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5136,30:20.6,localhost (),remote (),L2CAP,580,Dynamically Allocated Channel,806006ea017115e00000000047fc0000,Sent Connection oriented channel
5137,30:20.6,localhost (),remote (),L2CAP,541,Dynamically Allocated Channel,806006eb017115f70000000047fc0000,Sent Connection oriented channel
5138,30:20.6,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5139,30:20.6,localhost (),remote (),L2CAP,558,Dynamically Allocated Channel,806006ec0171160e0000000047fc0000,Sent Connection oriented channel
5140,30:20.6,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5141,30:20.7,localhost (),remote (),L2CAP,584,Dynamically Allocated Channel,806006ed017116250000000047fc0000,Sent Connection oriented channel
5142,30:20.7,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5143,30:20.7,localhost (),remote (),L2CAP,532,Dynamically Allocated Channel,806006ee0171163d0000000047fc0000,Sent Connection oriented channel
5144,30:20.7,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5145,30:20.7,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5146,30:20.7,localhost (),remote (),L2CAP,581,Dynamically Allocated Channel,806006ef017116540000000047fc0000,Sent Connection oriented channel
5147,30:20.7,localhost (),remote (),L2CAP,536,Dynamically Allocated Channel,806006f00171166b0000000047fc0000,Sent Connection oriented channel
5148,30:20.7,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5149,30:20.7,localhost (),remote (),L2CAP,561,Dynamically Allocated Channel,806006f1017116830000000047fc0000,Sent Connection oriented channel
5150,30:20.7,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5151,30:20.8,localhost (),remote (),L2CAP,542,Dynamically Allocated Channel,806006f20171169a0000000047fc0000,Sent Connection oriented channel
5152,30:20.8,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5153,30:20.8,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5154,30:20.8,localhost (),remote (),L2CAP,566,Dynamically Allocated Channel,806006f3017116b10000000047fc0000,Sent Connection oriented channel
5155,30:20.8,localhost (),remote (),L2CAP,570,Dynamically Allocated Channel,806006f4017116c80000000047fc0000,Sent Connection oriented channel
5156,30:20.8,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5157,30:20.8,localhost (),remote (),L2CAP,562,Dynamically Allocated Channel,806006f5017116df0000000047fc0000,Sent Connection oriented channel
5158,30:20.8,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5159,30:20.9,localhost (),remote (),L2CAP,553,Dynamically Allocated Channel,806006f6017116f60000000047fc0000,Sent Connection oriented channel
5160,30:20.9,localhost (),remote (),L2CAP,562,Dynamically Allocated Channel,806006f70171170e0000000047fc0000,Sent Connection oriented channel
5161,30:20.9,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5162,30:20.9,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5163,30:20.9,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5164,30:20.9,localhost (),remote (),L2CAP,557,Dynamically Allocated Channel,806006f8017117250000000047fc0000,Sent Connection oriented channel
5165,30:20.9,localhost (),remote (),L2CAP,552,Dynamically Allocated Channel,806006f90171173c0000000047fc0000,Sent Connection oriented channel
5166,30:20.9,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5167,30:21.0,localhost (),remote (),L2CAP,574,Dynamically Allocated Channel,806006fa017117530000000047fc0000,Sent Connection oriented channel
5168,30:21.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5169,30:21.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5170,30:21.0,localhost (),remote (),L2CAP,558,Dynamically Allocated Channel,806006fb0171176b0000000047fc0000,Sent Connection oriented channel
5171,30:21.0,localhost (),remote (),L2CAP,579,Dynamically Allocated Channel,806006fc017117810000000047fc0000,Sent Connection oriented channel
5172,30:21.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5173,30:21.0,localhost (),remote (),L2CAP,556,Dynamically Allocated Channel,806006fd017117990000000047fc0000,Sent Connection oriented channel
5174,30:21.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5175,30:21.0,localhost (),remote (),L2CAP,577,Dynamically Allocated Channel,806006fe017117b00000000047fc0000,Sent Connection oriented channel
5176,30:21.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5177,30:21.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5178,30:21.1,localhost (),remote (),L2CAP,561,Dynamically Allocated Channel,806006ff017117c70000000047fc0000,Sent Connection oriented channel
5179,30:21.1,localhost (),remote (),L2CAP,563,Dynamically Allocated Channel,80600700017117df0000000047fc0000,Sent Connection oriented channel
5180,30:21.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5181,30:21.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5182,30:21.1,localhost (),remote (),L2CAP,586,Dynamically Allocated Channel,80600701017117f60000000047fc0000,Sent Connection oriented channel
5183,30:21.1,localhost (),remote (),L2CAP,538,Dynamically Allocated Channel,806007020171180d0000000047fc0000,Sent Connection oriented channel
5184,30:21.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5185,30:21.2,localhost (),remote (),L2CAP,581,Dynamically Allocated Channel,80600703017118240000000047fc0000,Sent Connection oriented channel
5186,30:21.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5187,30:21.2,localhost (),remote (),L2CAP,558,Dynamically Allocated Channel,806007040171183b0000000047fc0000,Sent Connection oriented channel
5188,30:21.2,localhost (),remote (),L2CAP,552,Dynamically Allocated Channel,80600705017118530000000047fc0000,Sent Connection oriented channel
5189,30:21.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5190,30:21.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5191,30:21.2,localhost (),remote (),L2CAP,545,Dynamically Allocated Channel,806007060171186a0000000047fc0000,Sent Connection oriented channel
5192,30:21.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5193,30:21.3,localhost (),remote (),L2CAP,576,Dynamically Allocated Channel,80600707017118810000000047fc0000,Sent Connection oriented channel
5194,30:21.3,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5195,30:21.3,localhost (),remote (),L2CAP,572,Dynamically Allocated Channel,80600708017118980000000047fc0000,Sent Connection oriented channel
5196,30:21.3,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5197,30:21.3,localhost (),remote (),L2CAP,538,Dynamically Allocated Channel,80600709017118af0000000047fc0000,Sent Connection oriented channel
5198,30:21.3,localhost (),remote (),L2CAP,556,Dynamically Allocated Channel,8060070a017118c60000000047fc0000,Sent Connection oriented channel
5199,30:21.3,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5200,30:21.3,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5201,30:21.3,localhost (),remote (),L2CAP,546,Dynamically Allocated Channel,8060070b017118de0000000047fc0000,Sent Connection oriented channel
5202,30:21.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5203,30:21.4,remote (),localhost (),L2CAP,33,Dynamically Allocated Channel,51ef3341542b4950484f4e4541434345563d322c312c332c322c300deb,Rcvd Connection oriented channel
5204,30:21.4,localhost (),remote (),L2CAP,14,Dynamically Allocated Channel,53ef0d0d0a4f4b0d0a31,Sent Connection oriented channel
5205,30:21.4,localhost (),remote (),L2CAP,533,Dynamically Allocated Channel,8060070c017118f50000000047fc0000,Sent Connection oriented channel
5206,30:21.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5207,30:21.4,localhost (),remote (),L2CAP,555,Dynamically Allocated Channel,8060070d0171190c0000000047fc0000,Sent Connection oriented channel
5208,30:21.4,localhost (),remote (),L2CAP,575,Dynamically Allocated Channel,8060070e017119240000000047fc0000,Sent Connection oriented channel
5209,30:21.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5210,30:21.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5211,30:21.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5212,30:21.4,remote (),localhost (),L2CAP,9,Dynamically Allocated Channel,51ff0101f7,Rcvd Connection oriented channel
5213,30:21.4,localhost (),remote (),L2CAP,567,Dynamically Allocated Channel,8060070f0171193b0000000047fc0000,Sent Connection oriented channel
5214,30:21.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5215,30:21.5,localhost (),remote (),L2CAP,543,Dynamically Allocated Channel,80600710017119520000000047fc0000,Sent Connection oriented channel
5216,30:21.5,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5217,30:21.5,localhost (),remote (),L2CAP,540,Dynamically Allocated Channel,80600711017119690000000047fc0000,Sent Connection oriented channel
5218,30:21.5,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5219,30:21.5,localhost (),remote (),L2CAP,580,Dynamically Allocated Channel,80600712017119810000000047fc0000,Sent Connection oriented channel
5220,30:21.5,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5221,30:21.5,localhost (),remote (),L2CAP,554,Dynamically Allocated Channel,80600713017119980000000047fc0000,Sent Connection oriented channel
5222,30:21.5,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5223,30:21.5,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5224,30:21.6,localhost (),remote (),L2CAP,564,Dynamically Allocated Channel,80600714017119af0000000047fc0000,Sent Connection oriented channel
5225,30:21.6,localhost (),remote (),L2CAP,559,Dynamically Allocated Channel,80600715017119c60000000047fc0000,Sent Connection oriented channel
5226,30:21.6,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5227,30:21.6,localhost (),remote (),L2CAP,532,Dynamically Allocated Channel,80600716017119dd0000000047fc0000,Sent Connection oriented channel
5228,30:21.6,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5229,30:21.6,localhost (),remote (),L2CAP,575,Dynamically Allocated Channel,80600717017119f50000000047fc0000,Sent Connection oriented channel
5230,30:21.6,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5231,30:21.7,localhost (),remote (),L2CAP,533,Dynamically Allocated Channel,8060071801711a0c0000000047fc0000,Sent Connection oriented channel
5232,30:21.7,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5233,30:21.7,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5234,30:21.7,localhost (),remote (),L2CAP,538,Dynamically Allocated Channel,8060071901711a230000000047fc0000,Sent Connection oriented channel
5235,30:21.7,localhost (),remote (),L2CAP,574,Dynamically Allocated Channel,8060071a01711a3a0000000047fc0000,Sent Connection oriented channel
5236,30:21.7,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5237,30:21.7,localhost (),remote (),L2CAP,549,Dynamically Allocated Channel,8060071b01711a510000000047fc0000,Sent Connection oriented channel
5238,30:21.7,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5239,30:21.7,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5240,30:21.7,localhost (),remote (),L2CAP,533,Dynamically Allocated Channel,8060071c01711a690000000047fc0000,Sent Connection oriented channel
5241,30:21.8,localhost (),remote (),L2CAP,546,Dynamically Allocated Channel,8060071d01711a800000000047fc0000,Sent Connection oriented channel
5242,30:21.8,localhost (),remote (),L2CAP,533,Dynamically Allocated Channel,8060071e01711a970000000047fc0000,Sent Connection oriented channel
5243,30:21.8,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5244,30:21.8,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5245,30:21.8,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5246,30:21.8,localhost (),remote (),L2CAP,545,Dynamically Allocated Channel,8060071f01711aae0000000047fc0000,Sent Connection oriented channel
5247,30:21.8,localhost (),remote (),L2CAP,564,Dynamically Allocated Channel,8060072001711ac60000000047fc0000,Sent Connection oriented channel
5248,30:21.8,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5249,30:21.9,localhost (),remote (),L2CAP,533,Dynamically Allocated Channel,8060072101711add0000000047fc0000,Sent Connection oriented channel
5250,30:21.9,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5251,30:21.9,localhost (),remote (),L2CAP,569,Dynamically Allocated Channel,8060072201711af40000000047fc0000,Sent Connection oriented channel
5252,30:21.9,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5253,30:21.9,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5254,30:21.9,localhost (),remote (),L2CAP,550,Dynamically Allocated Channel,8060072301711b0b0000000047fc0000,Sent Connection oriented channel
5255,30:21.9,localhost (),remote (),L2CAP,535,Dynamically Allocated Channel,8060072401711b220000000047fc0000,Sent Connection oriented channel
5256,30:21.9,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5257,30:22.0,localhost (),remote (),L2CAP,534,Dynamically Allocated Channel,8060072501711b390000000047fc0000,Sent Connection oriented channel
5258,30:22.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5259,30:22.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5260,30:22.0,localhost (),remote (),L2CAP,542,Dynamically Allocated Channel,8060072601711b510000000047fc0000,Sent Connection oriented channel
5261,30:22.0,localhost (),remote (),L2CAP,547,Dynamically Allocated Channel,8060072701711b680000000047fc0000,Sent Connection oriented channel
5262,30:22.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5263,30:22.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5264,30:22.0,localhost (),remote (),L2CAP,568,Dynamically Allocated Channel,8060072801711b7f0000000047fc0000,Sent Connection oriented channel
5265,30:22.0,localhost (),remote (),L2CAP,570,Dynamically Allocated Channel,8060072901711b960000000047fc0000,Sent Connection oriented channel
5266,30:22.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5267,30:22.1,localhost (),remote (),L2CAP,557,Dynamically Allocated Channel,8060072a01711bad0000000047fc0000,Sent Connection oriented channel
5268,30:22.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5269,30:22.1,localhost (),remote (),L2CAP,547,Dynamically Allocated Channel,8060072b01711bc50000000047fc0000,Sent Connection oriented channel
5270,30:22.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5271,30:22.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5272,30:22.1,localhost (),remote (),L2CAP,567,Dynamically Allocated Channel,8060072c01711bdc0000000047fc0000,Sent Connection oriented channel
5273,30:22.1,localhost (),remote (),L2CAP,564,Dynamically Allocated Channel,8060072d01711bf30000000047fc0000,Sent Connection oriented channel
5274,30:22.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5275,30:22.2,localhost (),remote (),L2CAP,563,Dynamically Allocated Channel,8060072e01711c0a0000000047fc0000,Sent Connection oriented channel
5276,30:22.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5277,30:22.2,localhost (),remote (),L2CAP,530,Dynamically Allocated Channel,8060072f01711c210000000047fc0000,Sent Connection oriented channel
5278,30:22.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5279,30:22.2,localhost (),remote (),L2CAP,539,Dynamically Allocated Channel,8060073001711c390000000047fc0000,Sent Connection oriented channel
5280,30:22.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5281,30:22.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5282,30:22.2,localhost (),remote (),L2CAP,578,Dynamically Allocated Channel,8060073101711c500000000047fc0000,Sent Connection oriented channel
5283,30:22.3,localhost (),remote (),L2CAP,557,Dynamically Allocated Channel,8060073201711c680000000047fc0000,Sent Connection oriented channel
5284,30:22.3,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5285,30:22.3,localhost (),remote (),L2CAP,542,Dynamically Allocated Channel,8060073301711c7f0000000047fc0000,Sent Connection oriented channel
5286,30:22.3,localhost (),remote (),L2CAP,567,Dynamically Allocated Channel,8060073401711c960000000047fc0000,Sent Connection oriented channel
5287,30:22.3,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5288,30:22.3,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5289,30:22.3,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5290,30:22.3,localhost (),remote (),L2CAP,534,Dynamically Allocated Channel,8060073501711cad0000000047fc0000,Sent Connection oriented channel
5291,30:22.3,localhost (),remote (),L2CAP,555,Dynamically Allocated Channel,8060073601711cc50000000047fc0000,Sent Connection oriented channel
5292,30:22.4,localhost (),remote (),L2CAP,583,Dynamically Allocated Channel,8060073701711cdb0000000047fc0000,Sent Connection oriented channel
5293,30:22.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5294,30:22.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5295,30:22.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5296,30:22.4,localhost (),remote (),L2CAP,556,Dynamically Allocated Channel,8060073801711cf30000000047fc0000,Sent Connection oriented channel
5297,30:22.4,localhost (),remote (),L2CAP,542,Dynamically Allocated Channel,8060073901711d0a0000000047fc0000,Sent Connection oriented channel
5298,30:22.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5299,30:22.4,localhost (),remote (),L2CAP,551,Dynamically Allocated Channel,8060073a01711d210000000047fc0000,Sent Connection oriented channel
5300,30:22.5,localhost (),remote (),L2CAP,575,Dynamically Allocated Channel,8060073b01711d390000000047fc0000,Sent Connection oriented channel
5301,30:22.5,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5302,30:22.5,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5303,30:22.5,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5304,30:22.5,localhost (),remote (),L2CAP,532,Dynamically Allocated Channel,8060073c01711d500000000047fc0000,Sent Connection oriented channel
5305,30:22.5,localhost (),remote (),L2CAP,586,Dynamically Allocated Channel,8060073d01711d670000000047fc0000,Sent Connection oriented channel
5306,30:22.5,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5307,30:22.5,localhost (),remote (),L2CAP,581,Dynamically Allocated Channel,8060073e01711d7e0000000047fc0000,Sent Connection oriented channel
5308,30:22.5,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5309,30:22.6,localhost (),remote (),L2CAP,540,Dynamically Allocated Channel,8060073f01711d960000000047fc0000,Sent Connection oriented channel
5310,30:22.6,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5311,30:22.6,localhost (),remote (),L2CAP,531,Dynamically Allocated Channel,8060074001711dad0000000047fc0000,Sent Connection oriented channel
5312,30:22.6,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5313,30:22.6,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5314,30:22.6,localhost (),remote (),L2CAP,534,Dynamically Allocated Channel,8060074101711dc40000000047fc0000,Sent Connection oriented channel
5315,30:22.6,localhost (),remote (),L2CAP,583,Dynamically Allocated Channel,8060074201711ddb0000000047fc0000,Sent Connection oriented channel
5316,30:22.6,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5317,30:22.6,localhost (),remote (),L2CAP,577,Dynamically Allocated Channel,8060074301711df20000000047fc0000,Sent Connection oriented channel
5318,30:22.7,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5319,30:22.7,localhost (),remote (),L2CAP,585,Dynamically Allocated Channel,8060074401711e090000000047fc0000,Sent Connection oriented channel
5320,30:22.7,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5321,30:22.7,localhost (),remote (),L2CAP,583,Dynamically Allocated Channel,8060074501711e200000000047fc0000,Sent Connection oriented channel
5322,30:22.7,localhost (),remote (),L2CAP,564,Dynamically Allocated Channel,8060074601711e380000000047fc0000,Sent Connection oriented channel
5323,30:22.7,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5324,30:22.7,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5325,30:22.7,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5326,30:22.7,localhost (),remote (),L2CAP,576,Dynamically Allocated Channel,8060074701711e4f0000000047fc0000,Sent Connection oriented channel
5327,30:22.8,localhost (),remote (),L2CAP,541,Dynamically Allocated Channel,8060074801711e660000000047fc0000,Sent Connection oriented channel
5328,30:22.8,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5329,30:22.8,localhost (),remote (),L2CAP,576,Dynamically Allocated Channel,8060074901711e7e0000000047fc0000,Sent Connection oriented channel
5330,30:22.8,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5331,30:22.8,localhost (),remote (),L2CAP,578,Dynamically Allocated Channel,8060074a01711e950000000047fc0000,Sent Connection oriented channel
5332,30:22.8,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5333,30:22.8,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5334,30:22.8,localhost (),remote (),L2CAP,543,Dynamically Allocated Channel,8060074b01711eac0000000047fc0000,Sent Connection oriented channel
5335,30:22.9,localhost (),remote (),L2CAP,560,Dynamically Allocated Channel,8060074c01711ec30000000047fc0000,Sent Connection oriented channel
5336,30:22.9,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5337,30:22.9,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5338,30:22.9,localhost (),remote (),L2CAP,565,Dynamically Allocated Channel,8060074d01711eda0000000047fc0000,Sent Connection oriented channel
5339,30:22.9,localhost (),remote (),L2CAP,542,Dynamically Allocated Channel,8060074e01711ef20000000047fc0000,Sent Connection oriented channel
5340,30:22.9,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5341,30:22.9,localhost (),remote (),L2CAP,532,Dynamically Allocated Channel,8060074f01711f090000000047fc0000,Sent Connection oriented channel
5342,30:22.9,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5343,30:22.9,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5344,30:23.0,localhost (),remote (),L2CAP,532,Dynamically Allocated Channel,8060075001711f200000000047fc0000,Sent Connection oriented channel
5345,30:23.0,localhost (),remote (),L2CAP,580,Dynamically Allocated Channel,8060075101711f370000000047fc0000,Sent Connection oriented channel
5346,30:23.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
5347,30:23.0,localhost (),remote (),L2CAP,541,Dynamically Allocated Channel,8060075201711f4e0000000047fc0000,Sent Connection oriented channel
